   223/299      2.3G   0.02491   0.01796         0   0.04286        12       640     0.957    0.9579    0.9894    0.7747   0.03451   0.05867         0
   224/299      2.3G   0.02386   0.01675         0   0.04061        17       640    0.9677    0.9512    0.9899    0.7707   0.03484   0.05914         0
   225/299      2.3G   0.02422   0.01778         0     0.042        35       640    0.9573     0.967    0.9896    0.7713   0.03458   0.05946         0
   226/299      2.3G   0.02403   0.01832         0   0.04236        39       640     0.947    0.9728    0.9896    0.7706   0.03486   0.05935         0
   227/299      2.3G   0.02404   0.01778         0   0.04183        28       640    0.9613    0.9615    0.9905    0.7757   0.03441   0.05908         0
   228/299      2.3G   0.02424   0.01772         0   0.04196        15       640    0.9615    0.9637    0.9911    0.7748   0.03436   0.05848         0
   229/299      2.3G   0.02433   0.01721         0   0.04154        12       640    0.9635     0.966    0.9909    0.7738   0.03485   0.05817         0
   230/299      2.3G    0.0248   0.01795         0   0.04275        22       640    0.9521    0.9717    0.9899     0.771   0.03464   0.05849         0
   231/299      2.3G    0.0243   0.01819         0   0.04249        29       640     0.953    0.9648    0.9905    0.7748   0.03434   0.05902         0
   232/299      2.3G   0.02431    0.0191         0   0.04341        43       640    0.9635    0.9569    0.9904    0.7749   0.03446   0.05879         0
   233/299      2.3G   0.02354   0.01784         0   0.04138        34       640    0.9412    0.9819    0.9904    0.7717    0.0347    0.0586         0
   234/299      2.3G   0.02399   0.01803         0   0.04202        33       640    0.9503    0.9761    0.9911    0.7755   0.03456   0.05827         0
   235/299      2.3G   0.02435   0.01786         0   0.04221        17       640     0.957     0.983    0.9913    0.7776   0.03442   0.05879         0
   236/299      2.3G   0.02402   0.01835         0   0.04236        24       640    0.9604    0.9625    0.9904    0.7799   0.03413   0.05914         0
   237/299      2.3G   0.02407    0.0182         0   0.04227        30       640    0.9625    0.9599    0.9905    0.7782   0.03421   0.05915         0
   238/299      2.3G   0.02395   0.01772         0   0.04167        16       640    0.9711    0.9569    0.9904    0.7749   0.03421   0.05909         0
   239/299      2.3G   0.02393   0.01776         0   0.04169        14       640    0.9638    0.9671    0.9902    0.7773   0.03403   0.05937         0
   240/299      2.3G   0.02337   0.01684         0   0.04021        10       640    0.9648    0.9637    0.9902    0.7799   0.03435   0.05905         0
   241/299      2.3G   0.02454   0.01887         0   0.04341        27       640    0.9639    0.9717    0.9909    0.7811   0.03431   0.05878         0
   242/299      2.3G   0.02397   0.01787         0   0.04184        22       640    0.9672    0.9694    0.9916    0.7804   0.03411   0.05861         0
   243/299      2.3G   0.02368   0.01837         0   0.04205        29       640    0.9627     0.967    0.9912    0.7787   0.03396   0.05907         0
   244/299      2.3G   0.02353     0.018         0   0.04153        17       640    0.9636    0.9614    0.9906    0.7845   0.03426   0.05911         0
   245/299      2.3G   0.02416   0.01713         0    0.0413        17       640     0.963    0.9739    0.9915    0.7846   0.03433    0.0588         0
   246/299      2.3G   0.02377   0.01829         0   0.04207        35       640    0.9671    0.9705    0.9915    0.7767   0.03455   0.05918         0
   247/299      2.3G   0.02396   0.01762         0   0.04159        14       640    0.9733    0.9535    0.9915    0.7785   0.03422   0.05951         0
   248/299      2.3G   0.02376   0.01829         0   0.04205        20       640     0.963    0.9739    0.9923    0.7813   0.03411   0.05881         0
   249/299      2.3G   0.02359   0.01656         0   0.04015        21       640     0.967    0.9637    0.9919    0.7801   0.03421   0.05874         0
   250/299      2.3G   0.02384   0.01793         0   0.04178        29       640    0.9744    0.9511    0.9913     0.786   0.03408   0.05856         0
   251/299      2.3G   0.02472   0.01751         0   0.04223        17       640    0.9535    0.9773    0.9914    0.7857   0.03413    0.0589         0
   252/299      2.3G    0.0239   0.01772         0   0.04161        16       640    0.9595     0.967    0.9916    0.7845   0.03424   0.05873         0
   253/299      2.3G   0.02369   0.01688         0   0.04058        27       640    0.9659    0.9649    0.9917    0.7847   0.03409    0.0587         0
   254/299      2.3G   0.02356   0.01764         0    0.0412        32       640    0.9659    0.9636    0.9916    0.7857   0.03393   0.05845         0
   255/299      2.3G   0.02446   0.01807         0   0.04253        11       640    0.9543    0.9717    0.9913    0.7845   0.03412   0.05892         0
   256/299      2.3G   0.02383    0.0173         0   0.04113        22       640    0.9561     0.966    0.9912    0.7854   0.03404   0.05907         0
   257/299      2.3G   0.02361   0.01672         0   0.04033        41       640    0.9678    0.9535    0.9909    0.7871   0.03395   0.05896         0
   258/299      2.3G   0.02363   0.01815         0   0.04178        16       640    0.9586    0.9751    0.9919    0.7862   0.03399   0.05876         0
   259/299      2.3G   0.02421   0.01731         0   0.04152        33       640    0.9533    0.9785    0.9921    0.7862   0.03388   0.05879         0
   260/299      2.3G   0.02342   0.01805         0   0.04147        28       640    0.9608    0.9727    0.9922     0.786   0.03399   0.05849         0
   261/299      2.3G   0.02327   0.01748         0   0.04075        30       640    0.9681    0.9649    0.9921    0.7868     0.034   0.05863         0
   262/299      2.3G   0.02374   0.01714         0   0.04088        20       640    0.9748    0.9647    0.9919    0.7871   0.03401   0.05826         0
   263/299      2.3G   0.02394   0.01754         0   0.04148        44       640    0.9714    0.9649    0.9919    0.7878   0.03397   0.05852         0
   264/299      2.3G   0.02383   0.01828         0   0.04211        15       640    0.9615    0.9762    0.9926     0.788    0.0339   0.05857         0
   265/299      2.3G   0.02343   0.01645         0   0.03989        19       640     0.954    0.9873    0.9927    0.7842   0.03404   0.05855         0
   266/299      2.3G   0.02424   0.01662         0   0.04086         9       640    0.9596    0.9728     0.992    0.7848   0.03413   0.05826         0
   267/299      2.3G   0.02368   0.01708         0   0.04075        28       640    0.9586    0.9728    0.9919    0.7857   0.03409   0.05835         0
   268/299      2.3G   0.02341   0.01755         0   0.04096        12       640    0.9617    0.9751    0.9926    0.7904   0.03397   0.05832         0
   269/299      2.3G   0.02367   0.01672         0   0.04039        13       640    0.9528    0.9851    0.9924    0.7898   0.03388   0.05852         0
   270/299      2.3G   0.02308   0.01712         0    0.0402        25       640    0.9509    0.9874    0.9926     0.788   0.03378   0.05876         0
   271/299      2.3G   0.02354   0.01727         0   0.04081        25       640    0.9758    0.9603    0.9924    0.7869   0.03382   0.05869         0
   272/299      2.3G   0.02366   0.01677         0   0.04043        25       640     0.963    0.9739    0.9926    0.7884   0.03388   0.05842         0
   273/299      2.3G   0.02339   0.01701         0   0.04041        36       640    0.9587    0.9785    0.9925    0.7875   0.03384   0.05834         0
   274/299      2.3G   0.02354   0.01706         0    0.0406        14       640     0.966    0.9671    0.9924    0.7885   0.03389   0.05853         0
   275/299      2.3G   0.02347   0.01724         0   0.04071        26       640    0.9608    0.9739    0.9923    0.7906   0.03383   0.05863         0
   276/299      2.3G   0.02363   0.01749         0   0.04113        18       640    0.9489    0.9896    0.9927    0.7918   0.03373   0.05857         0
   277/299      2.3G   0.02336   0.01655         0   0.03991        29       640    0.9579    0.9806    0.9926    0.7897   0.03373   0.05859         0
   278/299      2.3G   0.02339   0.01757         0   0.04096        12       640     0.956    0.9852    0.9927      0.79   0.03378   0.05846         0
   279/299      2.3G   0.02343   0.01714         0   0.04058        34       640     0.959     0.983    0.9927    0.7907   0.03381   0.05841         0
   280/299      2.3G   0.02332   0.01782         0   0.04114        25       640    0.9632    0.9819    0.9929    0.7891   0.03384   0.05842         0
   281/299      2.3G   0.02329   0.01709         0   0.04038        14       640    0.9581    0.9875    0.9928    0.7906   0.03377   0.05834         0
   282/299      2.3G   0.02331   0.01688         0   0.04019        17       640    0.9532     0.992    0.9928    0.7905   0.03383   0.05831         0
   283/299      2.3G   0.02374   0.01908         0   0.04282        58       640     0.956    0.9864    0.9928    0.7906   0.03384   0.05841         0
   284/299      2.3G   0.02369   0.01886         0   0.04255        63       640     0.953    0.9896    0.9929    0.7903   0.03381   0.05849         0
   285/299      2.3G   0.02325   0.01729         0   0.04054        22       640    0.9562    0.9898    0.9929    0.7898   0.03381   0.05841         0
   286/299      2.3G   0.02322   0.01667         0   0.03989        20       640    0.9582    0.9898    0.9929    0.7893   0.03384   0.05851         0
   287/299      2.3G   0.02387   0.01665         0   0.04053        30       640    0.9562    0.9909    0.9929    0.7902   0.03373   0.05871         0
   288/299      2.3G   0.02325   0.01717         0   0.04041        25       640    0.9552    0.9919     0.993    0.7913    0.0337   0.05853         0
   289/299      2.3G   0.02375   0.01706         0   0.04081        31       640    0.9621    0.9794    0.9928      0.79   0.03374   0.05846         0
   290/299      2.3G   0.02367   0.01687         0   0.04054        32       640    0.9714    0.9683    0.9927    0.7906   0.03374   0.05846         0
   291/299      2.3G   0.02302   0.01646         0   0.03947        10       640     0.959    0.9807    0.9928    0.7918   0.03372   0.05849         0
   292/299      2.3G   0.02348   0.01661         0   0.04009        23       640    0.9633    0.9819    0.9928    0.7906    0.0337   0.05834         0
   293/299      2.3G    0.0234    0.0173         0    0.0407        43       640    0.9602    0.9864    0.9929    0.7903    0.0337   0.05816         0
   294/299      2.3G   0.02332   0.01703         0   0.04036        21       640    0.9653    0.9784    0.9928     0.791   0.03376   0.05817         0
   295/299      2.3G   0.02313   0.01678         0   0.03991        32       640    0.9569    0.9853    0.9926    0.7906   0.03373   0.05838         0
   296/299      2.3G   0.02336   0.01652         0   0.03988        15       640    0.9633     0.983    0.9928    0.7916   0.03374   0.05846         0
   297/299      2.3G   0.02358   0.01726         0   0.04084        21       640    0.9664    0.9785    0.9927    0.7902   0.03378   0.05858         0
   298/299      2.3G   0.02376   0.01699         0   0.04075        14       640    0.9631    0.9841    0.9929    0.7897   0.03374    0.0585         0
   299/299      2.3G   0.02301   0.01742         0   0.04043        29       640    0.9652    0.9785    0.9929    0.7909   0.03363   0.05843         0
